"계정항목코드별","시점","생산자물가지수(품목별)(2015=100)",
"조미가공품[2015=100]","1990 년","28.23",
"조미가공품[2015=100]","1991 년","32.52",
"조미가공품[2015=100]","1992 년","39.06",
"조미가공품[2015=100]","1993 년","35.4",
"조미가공품[2015=100]","1994 년","42.99",
"조미가공품[2015=100]","1995 년","46.73",
"조미가공품[2015=100]","1996 년","46.73",
"조미가공품[2015=100]","1997 년","46.73",
"조미가공품[2015=100]","1998 년","46.73",
"조미가공품[2015=100]","1999 년","46.68",
"조미가공품[2015=100]","2000 년","46.42",
"조미가공품[2015=100]","2001 년","44.64",
"조미가공품[2015=100]","2002 년","43.56",
"조미가공품[2015=100]","2003 년","46.61",
"조미가공품[2015=100]","2004 년","52.94",
"조미가공품[2015=100]","2005 년","60.92",
"조미가공품[2015=100]","2006 년","59.86",
"조미가공품[2015=100]","2007 년","58.4",
"조미가공품[2015=100]","2008 년","57.11",
"조미가공품[2015=100]","2009 년","60.92",
"조미가공품[2015=100]","2010 년","70.81",
"조미가공품[2015=100]","2011 년","102.75",
"조미가공품[2015=100]","2012 년","103.9",
"조미가공품[2015=100]","2013 년","104.71",
"조미가공품[2015=100]","2014 년","104.4",
"조미가공품[2015=100]","2015 년","100",
"조미가공품[2015=100]","2016 년","105.74",
"조미가공품[2015=100]","2017 년","134.79",
"조미가공품[2015=100]","2018 년","140.39",
"맛김[2015=100]","1985 년","55.9",
"맛김[2015=100]","1986 년","55.9",
"맛김[2015=100]","1987 년","69.55",
"맛김[2015=100]","1988 년","74.51",
"맛김[2015=100]","1989 년","64.46",
"맛김[2015=100]","1990 년","65.06",
"맛김[2015=100]","1991 년","69.83",
"맛김[2015=100]","1992 년","62.6",
"맛김[2015=100]","1993 년","59.52",
"맛김[2015=100]","1994 년","59.52",
"맛김[2015=100]","1995 년","59.51",
"맛김[2015=100]","1996 년","59.51",
"맛김[2015=100]","1997 년","59.51",
"맛김[2015=100]","1998 년","59.51",
"맛김[2015=100]","1999 년","59.85",
"맛김[2015=100]","2000 년","58.49",
"맛김[2015=100]","2001 년","58.22",
"맛김[2015=100]","2002 년","58.45",
"맛김[2015=100]","2003 년","60.89",
"맛김[2015=100]","2004 년","65.32",
"맛김[2015=100]","2005 년","68.01",
"맛김[2015=100]","2006 년","69.31",
"맛김[2015=100]","2007 년","69.57",
"맛김[2015=100]","2008 년","72.79",
"맛김[2015=100]","2009 년","73.59",
"맛김[2015=100]","2010 년","74.57",
"맛김[2015=100]","2011 년","87.77",
"맛김[2015=100]","2012 년","100",
"맛김[2015=100]","2013 년","100",
"맛김[2015=100]","2014 년","100",
"맛김[2015=100]","2015 년","100",
"맛김[2015=100]","2016 년","107.72",
"맛김[2015=100]","2017 년","112.87",
"맛김[2015=100]","2018 년","112.96",
"미역[2017.12=100]","2017 년","100",
"미역[2017.12=100]","2018 년","97.89",
"염장품[2015=100]","2005 년","60.88",
"염장품[2015=100]","2006 년","62.04",
"염장품[2015=100]","2007 년","62.04",
"염장품[2015=100]","2008 년","67.18",
"염장품[2015=100]","2009 년","89.75",
"염장품[2015=100]","2010 년","95.58",
"염장품[2015=100]","2011 년","97.06",
"염장품[2015=100]","2012 년","96.08",
"염장품[2015=100]","2013 년","92.58",
"염장품[2015=100]","2014 년","92.58",
"염장품[2015=100]","2015 년","100",
"염장품[2015=100]","2016 년","101.01",
"염장품[2015=100]","2017 년","101.88",
"염장품[2015=100]","2018 년","105.44",
"젓갈[2015=100]","1985 년","15.24",
"젓갈[2015=100]","1986 년","15.24",
"젓갈[2015=100]","1987 년","17.82",
"젓갈[2015=100]","1988 년","19.84",
"젓갈[2015=100]","1989 년","21.86",
"젓갈[2015=100]","1990 년","25.46",
"젓갈[2015=100]","1991 년","31.98",
"젓갈[2015=100]","1992 년","34.32",
"젓갈[2015=100]","1993 년","38.1",
"젓갈[2015=100]","1994 년","43.46",
"젓갈[2015=100]","1995 년","50.76",
"젓갈[2015=100]","1996 년","45.36",
"젓갈[2015=100]","1997 년","45.59",
"젓갈[2015=100]","1998 년","55.83",
"젓갈[2015=100]","1999 년","63.07",
"젓갈[2015=100]","2000 년","70.73",
"젓갈[2015=100]","2001 년","72.58",
"젓갈[2015=100]","2002 년","80.09",
"젓갈[2015=100]","2003 년","102.82",
"젓갈[2015=100]","2004 년","103.29",
"젓갈[2015=100]","2005 년","70.99",
"젓갈[2015=100]","2006 년","67.58",
"젓갈[2015=100]","2007 년","67.58",
"젓갈[2015=100]","2008 년","73.33",
"젓갈[2015=100]","2009 년","78.65",
"젓갈[2015=100]","2010 년","86.28",
"젓갈[2015=100]","2011 년","97.41",
"젓갈[2015=100]","2012 년","98.92",
"젓갈[2015=100]","2013 년","95.66",
"젓갈[2015=100]","2014 년","99.01",
"젓갈[2015=100]","2015 년","100",
"젓갈[2015=100]","2016 년","106.7",
"젓갈[2015=100]","2017 년","106.46",
"젓갈[2015=100]","2018 년","109.63",
"밀가루[2015=100]","1985 년","25.3",
"밀가루[2015=100]","1986 년","26.84",
"밀가루[2015=100]","1987 년","25.07",
"밀가루[2015=100]","1988 년","24.14",
"밀가루[2015=100]","1989 년","27.64",
"밀가루[2015=100]","1990 년","29.93",
"밀가루[2015=100]","1991 년","29.06",
"밀가루[2015=100]","1992 년","31.53",
"밀가루[2015=100]","1993 년","32.74",
"밀가루[2015=100]","1994 년","32.83",
"밀가루[2015=100]","1995 년","33.8",
"밀가루[2015=100]","1996 년","39.7",
"밀가루[2015=100]","1997 년","42.29",
"밀가루[2015=100]","1998 년","59.25",
"밀가루[2015=100]","1999 년","51.28",
"밀가루[2015=100]","2000 년","47.02",
"밀가루[2015=100]","2001 년","51.17",
"밀가루[2015=100]","2002 년","53.99",
"밀가루[2015=100]","2003 년","59.48",
"밀가루[2015=100]","2004 년","63.43",
"밀가루[2015=100]","2005 년","64.72",
"밀가루[2015=100]","2006 년","62.57",
"밀가루[2015=100]","2007 년","71.52",
"밀가루[2015=100]","2008 년","104.27",
"밀가루[2015=100]","2009 년","99.82",
"밀가루[2015=100]","2010 년","87.28",
"밀가루[2015=100]","2011 년","91.38",
"밀가루[2015=100]","2012 년","92.75",
"밀가루[2015=100]","2013 년","99.62",
"밀가루[2015=100]","2014 년","100.17",
"밀가루[2015=100]","2015 년","100",
"밀가루[2015=100]","2016 년","98.93",
"밀가루[2015=100]","2017 년","98.31",
"밀가루[2015=100]","2018 년","98.57",
"부침가루[2015=100]","2005 년","88.02",
"부침가루[2015=100]","2006 년","85.91",
"부침가루[2015=100]","2007 년","85.32",
"부침가루[2015=100]","2008 년","89.52",
"부침가루[2015=100]","2009 년","91.36",
"부침가루[2015=100]","2010 년","88.68",
"부침가루[2015=100]","2011 년","92.88",
"부침가루[2015=100]","2012 년","100",
"부침가루[2015=100]","2013 년","100",
"부침가루[2015=100]","2014 년","100",
"부침가루[2015=100]","2015 년","100",
"부침가루[2015=100]","2016 년","101.31",
"부침가루[2015=100]","2017 년","104.5",
"부침가루[2015=100]","2018 년","104.72",
"정제당[2015=100]","1985 년","48.43",
"정제당[2015=100]","1986 년","48.67",
"정제당[2015=100]","1987 년","47.08",
"정제당[2015=100]","1988 년","43.07",
"정제당[2015=100]","1989 년","39.54",
"정제당[2015=100]","1990 년","43.81",
"정제당[2015=100]","1991 년","42.56",
"정제당[2015=100]","1992 년","42.07",
"정제당[2015=100]","1993 년","44.52",
"정제당[2015=100]","1994 년","44.52",
"정제당[2015=100]","1995 년","48.11",
"정제당[2015=100]","1996 년","48.89",
"정제당[2015=100]","1997 년","53.15",
"정제당[2015=100]","1998 년","82.64",
"정제당[2015=100]","1999 년","65.95",
"정제당[2015=100]","2000 년","54.42",
"정제당[2015=100]","2001 년","58.61",
"정제당[2015=100]","2002 년","56.75",
"정제당[2015=100]","2003 년","54.87",
"정제당[2015=100]","2004 년","54.87",
"정제당[2015=100]","2005 년","54.87",
"정제당[2015=100]","2006 년","67.63",
"정제당[2015=100]","2007 년","64.69",
"정제당[2015=100]","2008 년","65.5",
"정제당[2015=100]","2009 년","79.08",
"정제당[2015=100]","2010 년","85.7",
"정제당[2015=100]","2011 년","109.46",
"정제당[2015=100]","2012 년","110.41",
"정제당[2015=100]","2013 년","101.1",
"정제당[2015=100]","2014 년","100",
"정제당[2015=100]","2015 년","100",
"정제당[2015=100]","2016 년","100.8",
"정제당[2015=100]","2017 년","102.03",
"정제당[2015=100]","2018 년","98.25",
"전분[2015=100]","1985 년","32.71",
"전분[2015=100]","1986 년","31.63",
"전분[2015=100]","1987 년","28.58",
"전분[2015=100]","1988 년","27.51",
"전분[2015=100]","1989 년","28.94",
"전분[2015=100]","1990 년","26.43",
"전분[2015=100]","1991 년","28.86",
"전분[2015=100]","1992 년","29.65",
"전분[2015=100]","1993 년","28.45",
"전분[2015=100]","1994 년","31.97",
"전분[2015=100]","1995 년","34.36",
"전분[2015=100]","1996 년","39.71",
"전분[2015=100]","1997 년","43.05",
"전분[2015=100]","1998 년","56.44",
"전분[2015=100]","1999 년","50.92",
"전분[2015=100]","2000 년","49.41",
"전분[2015=100]","2001 년","51.03",
"전분[2015=100]","2002 년","50.38",
"전분[2015=100]","2003 년","50.51",
"전분[2015=100]","2004 년","59.23",
"전분[2015=100]","2005 년","59.44",
"전분[2015=100]","2006 년","58.68",
"전분[2015=100]","2007 년","64.24",
"전분[2015=100]","2008 년","80.13",
"전분[2015=100]","2009 년","84.2",
"전분[2015=100]","2010 년","84.2",
"전분[2015=100]","2011 년","90.19",
"전분[2015=100]","2012 년","95.37",
"전분[2015=100]","2013 년","102.31",
"전분[2015=100]","2014 년","100",
"전분[2015=100]","2015 년","100",
"전분[2015=100]","2016 년","102.28",
"전분[2015=100]","2017 년","99.79",
"전분[2015=100]","2018 년","98.81",
"물엿[2015=100]","1985 년","46.96",
"물엿[2015=100]","1986 년","46.57",
"물엿[2015=100]","1987 년","42.79",
"물엿[2015=100]","1988 년","41.38",
"물엿[2015=100]","1989 년","37.8",
"물엿[2015=100]","1990 년","37.76",
"물엿[2015=100]","1991 년","37.76",
"물엿[2015=100]","1992 년","37.18",
"물엿[2015=100]","1993 년","35.93",
"물엿[2015=100]","1994 년","39.33",
"물엿[2015=100]","1995 년","41.69",
"물엿[2015=100]","1996 년","47.2",
"물엿[2015=100]","1997 년","49.83",
"물엿[2015=100]","1998 년","67.94",
"물엿[2015=100]","1999 년","61.1",
"물엿[2015=100]","2000 년","59.37",
"물엿[2015=100]","2001 년","61.05",
"물엿[2015=100]","2002 년","60.67",
"물엿[2015=100]","2003 년","60.47",
"물엿[2015=100]","2004 년","70.49",
"물엿[2015=100]","2005 년","69.5",
"물엿[2015=100]","2006 년","67.9",
"물엿[2015=100]","2007 년","74.66",
"물엿[2015=100]","2008 년","88.65",
"물엿[2015=100]","2009 년","91.8",
"물엿[2015=100]","2010 년","91.6",
"물엿[2015=100]","2011 년","99.13",
"물엿[2015=100]","2012 년","104.4",
"물엿[2015=100]","2013 년","110.25",
"물엿[2015=100]","2014 년","100.5",
"물엿[2015=100]","2015 년","100",
"물엿[2015=100]","2016 년","100",
"물엿[2015=100]","2017 년","100",
"물엿[2015=100]","2018 년","100.48",
"과당[2015=100]","1985 년","48.34",
"과당[2015=100]","1986 년","48.9",
"과당[2015=100]","1987 년","47.34",
"과당[2015=100]","1988 년","45.73",
"과당[2015=100]","1989 년","41.75",
"과당[2015=100]","1990 년","43.89",
"과당[2015=100]","1991 년","41.76",
"과당[2015=100]","1992 년","41.91",
"과당[2015=100]","1993 년","41.1",
"과당[2015=100]","1994 년","43.27",
"과당[2015=100]","1995 년","46.12",
"과당[2015=100]","1996 년","52.05",
"과당[2015=100]","1997 년","53.98",
"과당[2015=100]","1998 년","76.51",
"과당[2015=100]","1999 년","69.42",
"과당[2015=100]","2000 년","66.45",
"과당[2015=100]","2001 년","67.88",
"과당[2015=100]","2002 년","67.44",
"과당[2015=100]","2003 년","65.26",
"과당[2015=100]","2004 년","67.18",
"과당[2015=100]","2005 년","67.56",
"과당[2015=100]","2006 년","67.56",
"과당[2015=100]","2007 년","74.67",
"과당[2015=100]","2008 년","84.12",
"과당[2015=100]","2009 년","84.85",
"과당[2015=100]","2010 년","86.38",
"과당[2015=100]","2011 년","96.51",
"과당[2015=100]","2012 년","104.21",
"과당[2015=100]","2013 년","106.93",
"과당[2015=100]","2014 년","100.86",
"과당[2015=100]","2015 년","100",
"과당[2015=100]","2016 년","100",
"과당[2015=100]","2017 년","100",
"과당[2015=100]","2018 년","100",
"떡[2015=100]","2005 년","74.4",
"떡[2015=100]","2006 년","68.01",
"떡[2015=100]","2007 년","73.29",
"떡[2015=100]","2008 년","84.73",
"떡[2015=100]","2009 년","93.82",
"떡[2015=100]","2010 년","94.87",
"떡[2015=100]","2011 년","96.28",
"떡[2015=100]","2012 년","98.68",
"떡[2015=100]","2013 년","99.81",
"떡[2015=100]","2014 년","100",
"떡[2015=100]","2015 년","100",
"떡[2015=100]","2016 년","100.09",
"떡[2015=100]","2017 년","100.21",
"떡[2015=100]","2018 년","100.92",
"식빵[2015=100]","1985 년","47.99",
"식빵[2015=100]","1986 년","47.9",
"식빵[2015=100]","1987 년","46.75",
"식빵[2015=100]","1988 년","45.59",
"식빵[2015=100]","1989 년","49.04",
"식빵[2015=100]","1990 년","60.11",
"식빵[2015=100]","1991 년","62.22",
"식빵[2015=100]","1992 년","62.22",
"식빵[2015=100]","1993 년","62.22",
"식빵[2015=100]","1994 년","62.39",
"식빵[2015=100]","1995 년","63.76",
"식빵[2015=100]","1996 년","65.82",
"식빵[2015=100]","1997 년","69.52",
"식빵[2015=100]","1998 년","77.97",
"식빵[2015=100]","1999 년","73.97",
"식빵[2015=100]","2000 년","73.57",
"식빵[2015=100]","2001 년","74.96",
"식빵[2015=100]","2002 년","76.03",
"식빵[2015=100]","2003 년","76.03",
"식빵[2015=100]","2004 년","76.54",
"식빵[2015=100]","2005 년","76.64",
"식빵[2015=100]","2006 년","77.89",
"식빵[2015=100]","2007 년","78.79",
"식빵[2015=100]","2008 년","78.79",
"식빵[2015=100]","2009 년","84.54",
"식빵[2015=100]","2010 년","85.99",
"식빵[2015=100]","2011 년","90.72",
"식빵[2015=100]","2012 년","92.91",
"식빵[2015=100]","2013 년","92.91",
"식빵[2015=100]","2014 년","97.83",
"식빵[2015=100]","2015 년","100",
"식빵[2015=100]","2016 년","100.72",
"식빵[2015=100]","2017 년","100.72",
"식빵[2015=100]","2018 년","100.72",
"케이크[2015=100]","1985 년","35.19",
"케이크[2015=100]","1986 년","36.8",
"케이크[2015=100]","1987 년","35.9",
"케이크[2015=100]","1988 년","36.4",
"케이크[2015=100]","1989 년","39.4",
"케이크[2015=100]","1990 년","42.88",
"케이크[2015=100]","1991 년","49.32",
"케이크[2015=100]","1992 년","54.45",
"케이크[2015=100]","1993 년","56.74",
"케이크[2015=100]","1994 년","57.85",
"케이크[2015=100]","1995 년","58.79",
"케이크[2015=100]","1996 년","63.58",
"케이크[2015=100]","1997 년","65.31",
"케이크[2015=100]","1998 년","74.46",
"케이크[2015=100]","1999 년","72.71",
"케이크[2015=100]","2000 년","72.71",
"케이크[2015=100]","2001 년","72.76",
"케이크[2015=100]","2002 년","72.87",
"케이크[2015=100]","2003 년","75.07",
"케이크[2015=100]","2004 년","75.51",
"케이크[2015=100]","2005 년","75.51",
"케이크[2015=100]","2006 년","77.09",
"케이크[2015=100]","2007 년","77.11",
"케이크[2015=100]","2008 년","84.22",
"케이크[2015=100]","2009 년","87.81",
"케이크[2015=100]","2010 년","93.3",
"케이크[2015=100]","2011 년","96.48",
"케이크[2015=100]","2012 년","97.07",
"케이크[2015=100]","2013 년","97.07",
"케이크[2015=100]","2014 년","100",
"케이크[2015=100]","2015 년","100",
"케이크[2015=100]","2016 년","100.33",
"케이크[2015=100]","2017 년","102.61",
"케이크[2015=100]","2018 년","102.65",
"빵[2015=100]","1985 년","47.7",
"빵[2015=100]","1986 년","47.64",
"빵[2015=100]","1987 년","49.12",
"빵[2015=100]","1988 년","49.41",
"빵[2015=100]","1989 년","53.63",
"빵[2015=100]","1990 년","62.56",
"빵[2015=100]","1991 년","62.56",
"빵[2015=100]","1992 년","62.56",
"빵[2015=100]","1993 년","62.56",
"빵[2015=100]","1994 년","62.56",
"빵[2015=100]","1995 년","62.75",
"빵[2015=100]","1996 년","65.3",
"빵[2015=100]","1997 년","65.3",
"빵[2015=100]","1998 년","67.83",
"빵[2015=100]","1999 년","68.06",
"빵[2015=100]","2000 년","67.66",
"빵[2015=100]","2001 년","68.22",
"빵[2015=100]","2002 년","68.22",
"빵[2015=100]","2003 년","68.22",
"빵[2015=100]","2004 년","68.32",
"빵[2015=100]","2005 년","69.4",
"빵[2015=100]","2006 년","68.22",
"빵[2015=100]","2007 년","68.22",
"빵[2015=100]","2008 년","78.65",
"빵[2015=100]","2009 년","80.05",
"빵[2015=100]","2010 년","80.03",
"빵[2015=100]","2011 년","84.27",
"빵[2015=100]","2012 년","88.01",
"빵[2015=100]","2013 년","88.01",
"빵[2015=100]","2014 년","93.21",
"빵[2015=100]","2015 년","100",
"빵[2015=100]","2016 년","102.47",
"빵[2015=100]","2017 년","107.03",
"빵[2015=100]","2018 년","107.03",
"스낵류[2015=100]","1985 년","29.78",
"스낵류[2015=100]","1986 년","29.78",
"스낵류[2015=100]","1987 년","29.62",
"스낵류[2015=100]","1988 년","29.44",
"스낵류[2015=100]","1989 년","30.69",
"스낵류[2015=100]","1990 년","32.02",
"스낵류[2015=100]","1991 년","33.8",
"스낵류[2015=100]","1992 년","35.4",
"스낵류[2015=100]","1993 년","35.86",
"스낵류[2015=100]","1994 년","35.86",
"스낵류[2015=100]","1995 년","36.19",
"스낵류[2015=100]","1996 년","37.47",
"스낵류[2015=100]","1997 년","37.69",
"스낵류[2015=100]","1998 년","46.08",
"스낵류[2015=100]","1999 년","49.57",
"스낵류[2015=100]","2000 년","49.49",
"스낵류[2015=100]","2001 년","52.21",
"스낵류[2015=100]","2002 년","54",
"스낵류[2015=100]","2003 년","54.61",
"스낵류[2015=100]","2004 년","56.86",
"스낵류[2015=100]","2005 년","62.28",
"스낵류[2015=100]","2006 년","63.21",
